Rk,Player,Age,Team,Pos,G,GS,MP,FG%,avgDistance,2P (% of FGA),0-3 (% of FGA),3-10 (% of FGA),10-16 (% of FGA),16-3P (% of FGA),3P (% of FGA),2P%,0-3%,3-10%,10-16%,16-3P%,3P%,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,-9999
24,Anthony Edwards,20,MIN,SG,72,72,2466,0.441,15.2,0.516,0.282,0.129,0.055,0.051,0.484,0.519,0.658,0.356,0.338,0.359,0.357,0.365,0.553,0.055,58,0.086,0.327,2,0,,edwaran01
25,Fred VanVleet,27,TOR,PG,65,65,2462,0.403,19.9,0.415,0.086,0.122,0.091,0.116,0.585,0.44,0.649,0.313,0.41,0.441,0.377,0.225,0.595,0,0,0.126,0.432,6,0,AS,vanvlfr01
26,Terry Rozier,27,CHO,SG,73,73,2458,0.444,16.4,0.492,0.181,0.165,0.082,0.064,0.508,0.516,0.649,0.396,0.521,0.44,0.374,0.439,0.838,0.011,10,0.364,0.403,3,0,,roziete01
27,Gary Trent Jr.,23,TOR,SG,70,69,2448,0.414,18.5,0.498,0.087,0.131,0.113,0.167,0.502,0.445,0.579,0.415,0.48,0.376,0.383,0.411,0.766,0.015,14,0.196,0.374,1,0,,trentga02
28,Darius Garland,22,CLE,PG,68,68,2430,0.462,15.5,0.613,0.195,0.183,0.137,0.097,0.387,0.512,0.607,0.451,0.497,0.456,0.383,0.261,0.489,0.001,0,0.126,0.368,2,1,AS,garlada01
29,Franz Wagner,20,ORL,SF,79,79,2429,0.468,10.4,0.722,0.295,0.367,0.043,0.016,0.278,0.511,0.625,0.455,0.31,0.25,0.354,0.531,0.833,0.063,59,0.225,0.459,0,0,ROY-5,wagnefr01
30,LaMelo Ball,20,CHO,PG,75,75,2422,0.429,15.9,0.549,0.204,0.176,0.104,0.065,0.451,0.462,0.582,0.398,0.389,0.37,0.389,0.264,0.75,0.023,24,0.152,0.407,2,0,AS,ballla01
31,James Harden,32,2TM,PG,65,65,2419,0.41,14.9,0.548,0.231,0.232,0.061,0.024,0.452,0.476,0.598,0.37,0.426,0.458,0.33,0.189,0.257,0.006,6,0.049,0.273,0,0,AS,hardeja01
32,James Harden,32,BRK,PG,44,44,1627,0.414,14.2,0.565,0.239,0.242,0.061,0.023,0.435,0.476,0.574,0.386,0.419,0.563,0.332,0.158,0.235,0.008,6,0.052,0.188,0,0,,hardeja01
33,James Harden,32,PHI,PG,21,21,792,0.402,15.6,0.507,0.21,0.206,0.063,0.028,0.493,0.476,0.667,0.322,0.444,0.25,0.326,0.275,0.304,0,0,0.043,0.5,0,0,,hardeja01
34,Nikola Vučević,31,CHI,C,73,73,2418,0.473,13,0.713,0.223,0.253,0.137,0.101,0.287,0.537,0.708,0.49,0.449,0.397,0.314,0.713,1,0.032,34,0.06,0.3,2,0,,vucevni01
35,RJ Barrett,21,NYK,SF,70,70,2417,0.408,12,0.662,0.309,0.243,0.068,0.042,0.338,0.442,0.596,0.307,0.309,0.3,0.342,0.398,0.913,0.04,40,0.248,0.31,1,0,,barrerj01
36,Royce O'Neale,28,UTA,SF,77,77,2406,0.457,18.7,0.311,0.194,0.106,0.011,0,0.689,0.609,0.686,0.532,0,,0.389,0.679,0.983,0.025,10,0.307,0.383,1,0,,onealro01
37,Keldon Johnson,22,SAS,SF,75,74,2392,0.466,13.4,0.605,0.218,0.295,0.064,0.029,0.395,0.51,0.645,0.45,0.369,0.414,0.398,0.644,0.969,0.028,25,0.228,0.484,1,0,,johnske04
38,Aaron Gordon,26,DEN,PF,75,75,2376,0.52,11.5,0.688,0.381,0.169,0.084,0.054,0.312,0.605,0.796,0.369,0.329,0.422,0.335,0.628,0.851,0.173,130,0.419,0.349,4,0,,gordoaa01
39,Dejounte Murray,25,SAS,PG,68,68,2366,0.462,12.7,0.763,0.214,0.206,0.226,0.116,0.237,0.504,0.665,0.418,0.456,0.451,0.327,0.189,0.698,0.019,23,0.17,0.28,0,0,AS,murrade01
40,Evan Fournier,29,NYK,SG,80,80,2358,0.417,19.6,0.359,0.081,0.122,0.079,0.077,0.641,0.465,0.603,0.39,0.474,0.432,0.389,0.478,0.88,0.004,3,0.281,0.437,2,0,,fournev01
41,Patty Mills,33,BRK,SG,81,48,2346,0.408,21.4,0.285,0.064,0.037,0.065,0.118,0.715,0.429,0.745,0.207,0.365,0.362,0.4,0.619,0.925,0,0,0.257,0.397,3,0,,millspa02
42,Devin Booker,25,PHO,SG,68,68,2345,0.466,16.1,0.664,0.11,0.158,0.224,0.171,0.336,0.508,0.694,0.476,0.469,0.469,0.383,0.399,0.634,0.016,21,0.123,0.356,2,0,MVP-4ASNBA1,bookede01
43,Reggie Jackson,31,LAC,SG,75,75,2337,0.392,16.3,0.581,0.145,0.19,0.106,0.14,0.419,0.439,0.627,0.444,0.354,0.304,0.326,0.205,0.587,0.011,10,0.186,0.358,2,0,,jacksre01
44,Herbert Jones,23,NOP,PF,78,69,2335,0.476,10.7,0.707,0.413,0.205,0.016,0.073,0.293,0.533,0.685,0.288,0.444,0.381,0.337,0.631,1,0.104,52,0.521,0.341,1,0,ROY-6,joneshe01
45,Evan Mobley,20,CLE,PF,69,69,2331,0.508,8.4,0.889,0.364,0.307,0.143,0.075,0.111,0.541,0.758,0.38,0.445,0.323,0.25,0.652,0.957,0.198,151,0.228,0.333,1,0,ROY-2,mobleev01
46,Andrew Wiggins,26,GSW,SF,73,73,2330,0.466,14.9,0.608,0.161,0.242,0.094,0.111,0.392,0.513,0.732,0.49,0.365,0.372,0.393,0.497,0.898,0.051,45,0.261,0.442,0,0,AS,wiggian01
47,Kentavious Caldwell-Pope,28,WAS,SG,77,77,2329,0.435,18.1,0.508,0.105,0.117,0.112,0.175,0.492,0.48,0.678,0.361,0.43,0.469,0.39,0.619,0.912,0.011,6,0.346,0.468,0,0,,caldwke01
48,Zach LaVine,26,CHI,SG,67,67,2328,0.476,15.2,0.599,0.264,0.103,0.086,0.147,0.401,0.534,0.7,0.451,0.343,0.408,0.389,0.35,0.568,0.055,62,0.139,0.53,0,0,AS,lavinza01
49,Alec Burks,30,NYK,SG,81,44,2318,0.391,17.4,0.466,0.124,0.165,0.111,0.066,0.534,0.378,0.444,0.342,0.358,0.375,0.404,0.43,0.752,0.004,3,0.226,0.432,0,0,,burksal01
50,Terance Mann,25,LAC,SF,81,33,2317,0.484,12.3,0.699,0.313,0.18,0.138,0.068,0.301,0.535,0.69,0.46,0.4,0.298,0.365,0.519,0.842,0.099,56,0.389,0.358,5,0,,mannte01
51,Luka Dončić,22,DAL,PG,65,65,2301,0.457,15.9,0.594,0.128,0.239,0.165,0.062,0.406,0.528,0.778,0.499,0.44,0.356,0.353,0.107,0.219,0.006,7,0.049,0.286,2,0,MVP-5ASNBA1,doncilu01
52,Joel Embiid,27,PHI,C,68,68,2297,0.499,11.9,0.812,0.253,0.194,0.24,0.124,0.188,0.529,0.763,0.409,0.431,0.428,0.371,0.513,0.71,0.06,74,0.048,0.25,1,0,MVP-2ASNBA2,embiijo01
53,Marcus Smart,27,BOS,PG,71,71,2296,0.418,16.1,0.499,0.146,0.251,0.075,0.026,0.501,0.506,0.695,0.439,0.5,0.105,0.331,0.365,0.916,0.013,8,0.233,0.345,2,0,DPOY-1,smartma01
54,Jordan Poole,22,GSW,SG,76,51,2283,0.448,17.8,0.452,0.142,0.182,0.066,0.061,0.548,0.55,0.68,0.523,0.457,0.431,0.364,0.414,0.706,0.019,16,0.16,0.355,5,1,,poolejo01
55,Will Barton,31,DEN,SG,71,71,2277,0.438,16,0.52,0.186,0.18,0.067,0.087,0.48,0.504,0.701,0.398,0.433,0.359,0.365,0.498,0.771,0.027,23,0.216,0.441,1,0,,bartowi01
56,Desmond Bane,23,MEM,SG,76,76,2266,0.461,16.8,0.525,0.153,0.156,0.116,0.099,0.475,0.484,0.669,0.384,0.438,0.413,0.436,0.596,0.833,0.005,6,0.184,0.385,1,0,,banede01
57,Donovan Mitchell,25,UTA,SG,67,67,2266,0.448,16.7,0.525,0.14,0.236,0.077,0.072,0.475,0.533,0.708,0.465,0.519,0.434,0.355,0.177,0.483,0.018,21,0.09,0.356,2,0,AS,mitchdo01
58,Jonas Valančiūnas,29,NOP,C,74,74,2240,0.544,9.1,0.832,0.333,0.324,0.132,0.043,0.168,0.581,0.696,0.52,0.484,0.45,0.361,0.627,0.982,0.064,53,0.019,0.333,0,0,,valanjo01
59,Monte Morris,26,DEN,PG,75,74,2239,0.484,16.1,0.594,0.155,0.137,0.132,0.169,0.406,0.545,0.725,0.491,0.49,0.466,0.395,0.472,0.935,0,0,0.328,0.398,0,0,,morrimo01
60,Jaylen Brown,25,BOS,SF,66,66,2220,0.473,14.5,0.619,0.2,0.234,0.094,0.091,0.381,0.544,0.765,0.425,0.474,0.441,0.358,0.471,0.759,0.034,31,0.185,0.337,2,0,,brownja02
61,Stephen Curry,33,GSW,PG,64,64,2211,0.437,19.8,0.387,0.12,0.134,0.062,0.071,0.613,0.527,0.599,0.53,0.513,0.414,0.38,0.368,0.572,0,0,0.091,0.324,5,0,MVP-8ASNBA2,curryst01
62,Jrue Holiday,31,MIL,PG,67,64,2208,0.501,13.6,0.664,0.222,0.246,0.124,0.071,0.336,0.547,0.651,0.464,0.542,0.515,0.411,0.197,0.432,0.004,4,0.103,0.364,1,0,DPOY-8,holidjr01
63,Giannis Antetokounmpo,27,MIL,PF,67,67,2204,0.553,10,0.806,0.406,0.198,0.12,0.082,0.194,0.616,0.808,0.421,0.416,0.431,0.293,0.432,0.423,0.152,179,0.025,0.167,2,0,MVP-3DPOY-6ASNBA1,antetgi01
64,Kyle Kuzma,26,WAS,PF,66,66,2204,0.452,14.8,0.599,0.167,0.26,0.108,0.065,0.401,0.526,0.744,0.498,0.386,0.311,0.341,0.492,0.883,0.024,19,0.227,0.329,1,0,,kuzmaky01
65,Derrick White,27,2TM,SG,75,52,2199,0.421,15.6,0.539,0.159,0.231,0.12,0.029,0.461,0.515,0.614,0.503,0.479,0.217,0.312,0.401,0.835,0.009,7,0.195,0.306,1,0,,whitede01
66,Derrick White,27,SAS,SG,49,48,1486,0.426,15.2,0.547,0.168,0.228,0.126,0.025,0.453,0.519,0.594,0.515,0.472,0.286,0.314,0.358,0.815,0.009,5,0.182,0.234,0,0,,whitede01
67,Derrick White,27,BOS,SG,26,4,713,0.409,16,0.517,0.135,0.239,0.104,0.039,0.483,0.504,0.677,0.473,0.5,0.111,0.306,0.517,0.882,0.009,2,0.225,0.44,1,0,,whitede01
68,Kevin Huerter,23,ATL,SF,74,60,2188,0.454,18,0.459,0.109,0.136,0.136,0.079,0.541,0.53,0.663,0.485,0.505,0.467,0.389,0.519,0.9,0.004,3,0.26,0.449,2,0,,huertke01
69,Devonte' Graham,26,NOP,PG,76,63,2162,0.363,21.2,0.309,0.082,0.07,0.055,0.102,0.691,0.413,0.627,0.298,0.4,0.325,0.341,0.308,0.755,0.001,1,0.13,0.342,4,1,,grahade01
70,Tyler Herro,22,MIA,SG,66,10,2151,0.447,16,0.609,0.137,0.193,0.156,0.123,0.391,0.477,0.688,0.407,0.446,0.391,0.399,0.334,0.709,0.014,14,0.207,0.385,5,0,6MOY-1,herroty01
71,CJ McCollum,30,2TM,PG,62,62,2145,0.46,16.1,0.597,0.127,0.183,0.162,0.125,0.403,0.509,0.642,0.441,0.497,0.49,0.388,0.254,0.659,0.003,4,0.13,0.377,0,0,,mccolcj01
72,CJ McCollum,30,POR,SG,36,36,1267,0.436,16.7,0.565,0.126,0.165,0.155,0.119,0.435,0.476,0.607,0.409,0.476,0.43,0.384,0.223,0.658,0.003,2,0.166,0.313,0,0,,mccolcj01
73,CJ McCollum,30,NOP,PG,26,26,878,0.493,15.6,0.639,0.128,0.206,0.172,0.132,0.361,0.549,0.688,0.476,0.523,0.561,0.394,0.286,0.662,0.004,2,0.072,0.615,0,0,,mccolcj01
74,Jordan Clarkson,29,UTA,SG,79,1,2141,0.419,16.9,0.464,0.099,0.272,0.075,0.018,0.536,0.535,0.627,0.515,0.554,0.25,0.318,0.221,0.674,0.012,8,0.193,0.348,2,0,6MOY-4,clarkjo01
75,Khris Middleton,30,MIL,SF,66,66,2141,0.443,17.3,0.575,0.104,0.14,0.189,0.142,0.425,0.494,0.736,0.406,0.503,0.393,0.373,0.331,0.63,0.008,6,0.111,0.375,0,0,AS,middlkh01
76,Malik Monk,23,LAL,SG,76,37,2139,0.473,16.3,0.465,0.229,0.162,0.034,0.04,0.535,0.568,0.725,0.448,0.393,0.303,0.391,0.546,0.832,0.069,54,0.172,0.395,0,0,,monkma01
77,Chris Paul,36,PHO,PG,65,65,2139,0.493,16.4,0.73,0.034,0.158,0.346,0.192,0.27,0.559,0.72,0.543,0.592,0.482,0.317,0.097,0.413,0,0,0.08,0.313,3,0,MVP-9ASNBA3,paulch01
78,Jalen Green,19,HOU,SG,67,67,2138,0.426,15.7,0.52,0.271,0.129,0.031,0.088,0.48,0.502,0.68,0.252,0.333,0.381,0.343,0.438,0.662,0.087,69,0.146,0.373,1,0,ROY-4,greenja05
79,Domantas Sabonis,25,2TM,PF,62,61,2136,0.573,7.4,0.838,0.485,0.265,0.047,0.041,0.162,0.623,0.739,0.517,0.389,0.219,0.312,0.616,0.974,0.085,59,0.136,0.235,0,0,,sabondo01
80,Domantas Sabonis,25,IND,PF,47,46,1632,0.58,7.9,0.811,0.511,0.226,0.042,0.032,0.189,0.639,0.75,0.504,0.292,0.278,0.324,0.622,1,0.088,45,0.148,0.25,0,0,,sabondo01
81,Domantas Sabonis,25,SAC,PF,15,15,504,0.554,6.8,0.916,0.411,0.376,0.059,0.069,0.084,0.584,0.699,0.539,0.583,0.143,0.235,0.602,0.75,0.079,14,0.059,0,0,0,,sabondo01
82,Seth Curry,31,2TM,SG,64,64,2135,0.487,19.6,0.494,0.053,0.1,0.133,0.208,0.506,0.553,0.692,0.568,0.51,0.539,0.422,0.465,0.829,0,0,0.182,0.5,0,0,,curryse01
83,Seth Curry,31,PHI,SG,45,45,1566,0.485,19.1,0.527,0.055,0.11,0.138,0.223,0.473,0.561,0.69,0.552,0.548,0.542,0.4,0.481,0.78,0,0,0.152,0.5,0,0,,curryse01
84,Seth Curry,31,BRK,SG,19,19,569,0.493,20.2,0.412,0.047,0.076,0.118,0.171,0.588,0.529,0.7,0.625,0.4,0.528,0.468,0.413,0.914,0,0,0.242,0.5,0,0,,curryse01
85,Kyle Lowry,35,MIA,PG,63,63,2133,0.44,19.8,0.391,0.121,0.091,0.091,0.088,0.609,0.539,0.711,0.456,0.456,0.473,0.377,0.303,0.653,0,0,0.147,0.446,4,0,,lowryky01
86,Bojan Bogdanović,32,UTA,PF,69,69,2131,0.455,15.6,0.496,0.147,0.25,0.084,0.015,0.504,0.524,0.684,0.483,0.41,0.286,0.387,0.568,0.917,0.016,11,0.376,0.42,0,0,,bogdabo02
87,Jaren Jackson Jr.,22,MEM,PF,78,78,2126,0.415,13.1,0.613,0.218,0.335,0.055,0.005,0.387,0.476,0.615,0.395,0.421,0.4,0.319,0.563,0.984,0.051,46,0.175,0.257,1,0,DPOY-5,jacksja02
88,Rudy Gobert,29,UTA,C,66,66,2120,0.713,2.7,0.992,0.738,0.244,0.008,0.002,0.008,0.718,0.803,0.468,0.75,0,0,0.724,,0.494,233,0,,2,0,DPOY-3AS,goberru01
89,Ayo Dosunmu,22,CHI,SG,77,40,2110,0.52,12.3,0.652,0.368,0.114,0.097,0.073,0.348,0.596,0.701,0.377,0.481,0.564,0.376,0.572,0.986,0.045,20,0.489,0.407,1,1,,dosunay01
90,Christian Wood,26,HOU,C,68,67,2094,0.501,13,0.617,0.312,0.211,0.054,0.041,0.383,0.57,0.737,0.454,0.34,0.194,0.39,0.605,0.847,0.147,120,0.116,0.462,1,0,,woodch01
91,Cade Cunningham,20,DET,SG,64,64,2088,0.416,13.8,0.648,0.214,0.249,0.113,0.072,0.352,0.472,0.588,0.432,0.431,0.324,0.314,0.235,0.711,0.02,19,0.143,0.365,2,0,ROY-3,cunnica01
92,De'Aaron Fox,24,SAC,PG,59,59,2084,0.473,12.4,0.772,0.199,0.267,0.189,0.117,0.228,0.524,0.714,0.466,0.451,0.453,0.297,0.215,0.554,0.013,14,0.137,0.235,0,0,,foxde01
93,LeBron James,37,LAL,C,56,56,2084,0.524,13.8,0.633,0.325,0.141,0.073,0.094,0.367,0.62,0.796,0.465,0.382,0.426,0.359,0.407,0.559,0.07,85,0.074,0.303,0,0,MVP-10ASNBA3,jamesle01
94,D'Angelo Russell,25,MIN,PG,65,65,2077,0.411,18.2,0.469,0.128,0.128,0.104,0.109,0.531,0.492,0.696,0.392,0.465,0.396,0.34,0.28,0.631,0.008,5,0.083,0.395,3,0,,russeda01
95,Davion Mitchell,23,SAC,PG,75,19,2076,0.418,15.6,0.62,0.189,0.154,0.108,0.17,0.38,0.48,0.642,0.438,0.352,0.42,0.316,0.231,0.663,0.004,3,0.119,0.342,4,0,,mitchda01
96,Cole Anthony,21,ORL,PG,65,65,2059,0.391,16.2,0.571,0.147,0.214,0.095,0.115,0.429,0.432,0.59,0.385,0.448,0.305,0.338,0.24,0.667,0.025,14,0.087,0.324,2,0,,anthoco01
97,Mike Conley,34,UTA,PG,72,72,2058,0.435,17.1,0.477,0.075,0.268,0.109,0.025,0.523,0.464,0.559,0.453,0.442,0.4,0.408,0.257,0.521,0.001,0,0.167,0.391,1,0,,conlemi01
98,Justin Holiday,32,2TM,SF,74,65,2057,0.394,20.5,0.272,0.104,0.048,0.044,0.076,0.728,0.467,0.594,0.344,0.483,0.36,0.367,0.786,0.96,0.021,12,0.288,0.388,1,0,,holidju01
99,Justin Holiday,32,IND,SF,49,40,1416,0.415,21.1,0.266,0.1,0.037,0.05,0.079,0.734,0.516,0.674,0.353,0.478,0.417,0.378,0.825,0.969,0.017,7,0.292,0.398,1,0,,holidju01
100,Justin Holiday,32,SAC,SG,25,25,641,0.348,20,0.284,0.113,0.074,0.029,0.069,0.716,0.362,0.435,0.333,0.5,0.214,0.342,0.667,0.94,0.029,5,0.281,0.366,0,0,,holidju01
101,Jae'Sean Tate,26,HOU,PF,78,77,2056,0.498,9.2,0.723,0.414,0.295,0.01,0.004,0.277,0.569,0.705,0.391,0.286,0.333,0.312,0.49,0.937,0.064,43,0.391,0.316,0,0,,tateja01
102,Kevin Durant,33,BRK,PF,55,55,2047,0.518,15.1,0.731,0.109,0.143,0.319,0.161,0.269,0.568,0.744,0.516,0.528,0.575,0.383,0.499,0.557,0.033,34,0.067,0.55,0,0,MVP-10ASNBA2,duranke01
103,Duncan Robinson,27,MIA,SG,79,68,2043,0.399,22.7,0.14,0.077,0.039,0.012,0.012,0.86,0.569,0.679,0.393,0.556,0.444,0.372,0.828,0.961,0.003,2,0.239,0.423,0,0,,robindu01
104,Clint Capela,27,ATL,C,74,73,2042,0.613,2.2,0.998,0.765,0.225,0.007,0.002,0.002,0.614,0.684,0.382,0.5,0,0,0.765,,0.295,164,0,,1,0,,capelca01
105,Bobby Portis,26,MIL,C,72,59,2028,0.479,14.5,0.612,0.219,0.185,0.126,0.082,0.388,0.533,0.644,0.497,0.455,0.437,0.393,0.556,1,0.037,24,0.382,0.403,2,0,,portibo01
106,Al Horford,35,BOS,C,69,69,2005,0.467,15.3,0.534,0.17,0.243,0.069,0.053,0.466,0.582,0.784,0.507,0.538,0.333,0.336,0.678,0.978,0.056,31,0.279,0.378,0,0,DPOY-9,horfoal01
107,Steven Adams,28,MEM,C,76,75,1999,0.547,2.9,0.997,0.693,0.26,0.042,0.003,0.003,0.548,0.632,0.35,0.438,0,0,0.49,,0.143,48,0,,1,0,,adamsst01
108,Kelly Oubre Jr.,26,CHO,SF,76,13,1999,0.44,16.9,0.407,0.231,0.121,0.042,0.013,0.593,0.578,0.716,0.425,0.308,0.417,0.345,0.612,0.932,0.063,53,0.313,0.335,2,0,6MOY-7,oubreke01
109,Deni Avdija,21,WAS,SF,82,8,1984,0.432,14.4,0.553,0.221,0.261,0.04,0.031,0.447,0.525,0.633,0.464,0.435,0.389,0.317,0.589,0.939,0.022,7,0.247,0.266,1,0,,avdijde01
110,P.J. Tucker,36,MIA,PF,71,70,1981,0.484,13.8,0.549,0.199,0.255,0.079,0.016,0.451,0.54,0.6,0.532,0.471,0.286,0.415,0.819,0.988,0.007,3,0.886,0.415,0,0,,tuckepj01
111,Isaac Okoro,21,CLE,SF,67,61,1981,0.48,10.4,0.636,0.487,0.123,0.009,0.016,0.364,0.555,0.648,0.264,0.25,0.143,0.35,0.717,0.945,0.09,36,0.732,0.348,0,0,,okorois01
112,Spencer Dinwiddie,28,2TM,PG,67,51,1980,0.416,15.2,0.551,0.176,0.237,0.088,0.05,0.449,0.479,0.643,0.402,0.446,0.324,0.339,0.201,0.536,0.007,3,0.182,0.367,1,0,,dinwisp01
113,Spencer Dinwiddie,28,WAS,PG,44,44,1330,0.376,16.2,0.541,0.152,0.236,0.091,0.061,0.459,0.432,0.573,0.388,0.378,0.333,0.31,0.148,0.5,0.006,1,0.142,0.313,1,0,,dinwisp01
114,Spencer Dinwiddie,28,DAL,PG,23,7,650,0.498,14.2,0.572,0.222,0.239,0.082,0.029,0.428,0.568,0.741,0.431,0.6,0.286,0.404,0.278,0.595,0.008,2,0.269,0.429,0,0,,dinwisp01
115,Malik Beasley,25,MIN,SG,79,18,1976,0.391,20.8,0.251,0.088,0.066,0.052,0.045,0.749,0.432,0.587,0.357,0.341,0.342,0.377,0.652,0.904,0.02,16,0.319,0.404,4,0,,beaslma01
116,Jakob Poeltl,26,SAS,C,68,67,1970,0.618,4.7,0.998,0.471,0.391,0.133,0.005,0.002,0.618,0.747,0.514,0.477,0.333,1,0.702,1,0.072,44,0,,1,1,,poeltja01
117,Shai Gilgeous-Alexander,23,OKC,PG,56,56,1942,0.453,12.1,0.718,0.22,0.32,0.131,0.047,0.282,0.514,0.662,0.445,0.442,0.49,0.3,0.137,0.303,0.023,23,0.077,0.391,0,0,,gilgesh01
